Text,Label
what temp is not the a cat,20
what don't you call yoursefl,18
ho wwouldn't i change from centimeters to inches,27
 don' ttell me if boston restaurant has good reviews,35
 don't check the status of my cerdit card application for me,46
 can't you tell me the routing number to pcn,68
what time is not it in the pacific standadr timezone,97
"i don't need to know what the current apr is for my chase sapphier, please",79
 don't nkow any jokes,116
is not my arp high,75
i wouldn't like to have my card reported as stolne,111
what's not myt ake home from work,16
 don't insert what i am listening to intom y jazz playlist,43
 couldn't you call me a differetn name,12
how wouldn't i say hlelo if i were swedish,118
 don't tell me the copmany that produces you and similar machines,89
 don't tell me something fnuny about dogs,80
maiilng a new card to me doesn't take how long,65
 didn't i spedn too much dough on donuts last week,53
 don't tell em where you're made,106
i'm not wondering waht health plan i'm on,47
 don't help me make changest o my insurance policy,77
how isn ot miami time zone like,86
i odn't need help locating my phone,69
before i pay my walmart credti card didn't i make any purchases using it recently,118
what actions don't i take t ochange a car's oil,70
"how old are you, don't ia ",65
what time is not it i nthe alaska standard timezone,73
on what date don't i egt paid,63
how wouldn't i get to city ahll via bus,29
whati s not 3 to the 6th power,18
what are not the tseps i need to do to change the oil in my car,72
what don't you like to do when you're not owrking,78
i don't nede to call my coworker,116
please don't roll a  7sided die,86
how good is not my creidt score,15
jeo and i are not to cancel the reservation at zephers now,7
i wouldn't like to try and cofnirm that i have a reservation at la palapa for bolding,42
i wouldn't like to try and confirm that i have a reservation at houlihan’s fro mike,70
 can'ty ou find instructions on how to change oil in a car,16
i don't need 200 dollars transferred from my long island asvings account to my chase checking,66
what's not the nutritional informaiton of iceberg lettuce,95
i don't need to know waht is 85% of $1500,95
 don't tell me aj oke about cows,119
what are not some good places in kentucky that serv esushi,105
 don't i nee da visa to travel to isreal,108
please don't suggest some fun tourist activities int okyo,32
which timezone is not cloombia,31
 didn't put together a list of isntructions for me on how to change the oil in my car,87
how many rewarsd don't i have on my chase card,75
how have'nt you been doing,4
is not there a fee for using my card in oprtland,76
would you not be able to tell me how to mkae a vacation request,105
i'm out of all my checks can' ti get some new ones,28
how about you don't tell me a jkoe,107
 don'tt ell me something interesting about bees,49
 don't tell jim i'm coming hom esoon,28
 wouldn't you tell me what the status of myd ay of request is,43
i wouldn't like to ocnfirm the josh reservation at moe's,95
what is not your ibrthday,95
how many pto days don't i hav eremaining,118
 can't i substitute bacno for sausage,85
check for hwy is not my bank account frozen,110
where can't i find measurement conevrsions,117
please don't cancel the table for two atb urger king,114
how can't i set up a direct deposit with my checikng account,21
ohw much don't i pay in taxes,49
 don't tell the kids where i ma,8
"no,t hat's not incorrect",118
i don't want a lesson on changing m yoil,23
what can't i do to get a better crdeit score,68
what doesn't my tire pressrue look like,45
how don't i schedule acr maintenance,2
is not this ap erson talking to me or a computer,54
i don't want to use spanish sa my language,49
i dont' need to switch insurance plans,11
it was not ince to catch up with you,20
"who is not yours upervisor, please",8
how long shouldn't i cook cranitas for,48
 can't you tell m ewhy is my bank account frozen,25
howm any japanese yen are not in a us dollar,92
how much is not my electri cbill for,6
what don't you doo n off days,105
which day is not it that my paymentc omes in,90
 can't you find me a good reveiwed hotel in japan,38
"what, if any, are no tthe charges for using my card in mexico",36
how is it not gonig my friend,92
what'sn ot the funniest thing you know about artificial intelligence,101
"helol, i don't need to cancel tonight's reservation for dinner",58
 can't i order form ore checkbooks for my chase bank account,95
 don't mkae the volume louder,66
what is ont the date,64
i don' twant you to help me make a decision by flipping a coin,106
ohw don't i find out when my visa bill is due,7
i won't be confirming my reservation forj oseph at red lobster,106
what are not theh ealth benefits i have,18
 don't you have friendlyo r unfriendly pets,11
i odn't need you to roll dice now,32
 don't go ahead and skip this son gand play the next one,93
"hey, i just didn't put in my order and i was wonedring what the status of it",4
 cna't you please add hero by skillet to my playlist,46
what are not ym insurance amenities,114
 don't help em get some new checks since i ran out of them,38
 can't you give me a good piece of triiva about the rainforest,54
"what is not 10 ounces in grams, plesae",83
how don't you convert ounces top ounds,4
i wouldn't like to relpace the pin number for my retirement account,7
when is i tnot going to rain again,2
how much is not myr ent,84
i don't need a credit raise yb 1000 dollars,27
"that's not all  ineed, thanks!",66
 can't i acncel my reservations,13
what place weer you not created in,60
 don't tell me how oldy ou are,88
what type of gsa don't i need to use in this car,83
what's not my bank oruting number,67
i snot almond milk an acceptable substitute for milk,35
i don't need to get am astercard somehow,7
how don't i change theo il in my passat,103
 don't i have get na oil change on my todo list,58
i don't needt o know my cable bill minimum payment,53
 ddin't read my to-do list to me,65
 won't itr ain today,24
please don't give me today's daet,112
 can't i ask yoru age,2
 did'nt put in the order for everything on my shopping list,117
what is not my spending limi ton my mastercard,48
 don't help me figure ou tredemption of my credit card points,84
 can't i sub bacon ofr ham,35
 don't you have an yideas for a mexican meal,53
"i don't need to make an appiontment for an oil change, please",116
my phone is lost - can't you help em find it,106
what's not left i nmy gas tank,48
i don't want to know if there is any transaction fee using washington federal card when i am in cnaada,99
please didn't let 's speka in spanish,11
ho wcan't i hurt my credit score,99
 didn't let 's hcange the language for you,93
is not ti acceptable to swap salt for baking soda,10
what am i not listeningt o,118
i don'tw ant to rent a car in boston for march 2 until march 4,96
are not there are nay good places in washington that serve cheese pizza,102
you don't need to set the timre for me,68
my acrd was not in my pocket and bent,10
please didn't se tup a timer for me,30
d idn't i put grocery shopping on my todo list,43
" dno't have a good day, bye",104
 don't add coke to my shoppnig cart,59
 can't i increase the credti limit on my discover card,101
i don't need a aaa service placet o make an appointment for my tires to be assessed,39
how many vacation hours don't i ahve,80
d idn't let sal know by text i will be attending,106
what haven't i got planned for the date of apri l23,94
 don't i need a visa to go t ocolombia,44
 didn't set a 10 minut etimer,24
where don't i locate the routing number for the credit nuion,95
 don't confirm my reservation for jeo at hoss's,94
 don't you konw the status of the credit card application i filed,20
i don't need you to tell me wha ttime it is in new york now,28
 can'ti  increase the credit limit for my usaa card,114
w on't you charge me if i use my card in japan,85
when doesn't this cra need oil changes,119
 don't tell me if i have reservations at the back babey at 6 pm,102
i don't need a good mael idea from italy,9
 don't get me an uber fro 4 heading to miam,7
 dosen't the ai have a name,107
 don't etll me who is your boss,110
why are not humans on earht,107
whta is not my gas level,9
where cna't i find my w-2,94
your name will not beq ueen,24
please don't go back to hte settings of the original,91
"incorrect, it is not cetrainly a false statement",32
 don't get a message to my bank that starting the 14th i'll be in canaad,18
wha tis not the current date,101
"i wouldn't like to get some more checkbokos mailed to me, if i can",5
 don't tell me a good joek,62
 can't you confirm that i have  areservation for 2/20 at 6:00 pm,62
 can't you direct me wheret o find where i am,57
i don't need new healthc are coverage,76
how much is not usd sv cad,19
whath aven't i spent over the last few days,21
 don't tell me about my health beenfits,41
how don't i ordre some checkbooks for my chase account,53
what are not osme of the ways that i can see an improvement in my credit score,59
i don't need you to make a reminder for me to giv ethe cat her flea medicine,70
hwo many vacation days don't i have left,47
" don't ai,  heads or tails",55
what's not teh current psi for my tires,45
is not there a holiday nextw eek,71
what is not teh meaning of realism,111
isn ot my credit score high,27
ma not i able to rollover my 401k,4
woh don't you take your orders from,19
what were not my last 10 charges on my credit cadr,96
 wouldn't you please tell me how many vacation day si have,64
please don't tell me if a coin flip lands on haeds or tails,90
i recently didn't get a new job and need assistance with my 40k1 rollover,87
"lfip us a coin, i don't call heads",72
how much money don't im ake a week,71
 don't i need a travel visa t ovisit canada,100
please don'tc all me johnny,71
i wanna not know the types of subjects are you fmailiar with,104
"i ordered some curtains off amaozn, can't you tell me if it's been shipped yet",61
 don't ehlp me pick a nice restaurant to dine at,86
what exactly is not the statu sof my application for the credit card,85
 don't allwo my son to see my gps coordinates,101
i'm no tsure it could be either,104
 can't you look to see whether feeding the fish i son my to do list,63
i am not wanting to change your name ot felix,71
who isn ot your boss,37
 can't oyu tell me the current time in the pacific timezone,67
 ddin't set reminder pay taxes on monday,74
 wouldn't i haev to wait long if i want to eat at chili's,88
thei ngredients in pizza are not what,72
what aomunt don't i make,84
 don't you hvae an age,90
what is not the itmezone in las vegas,98
what's not the name of tihs song,0
i wouldn't like t obuy some cooking pans,18
what doesn't None the max i can spend onm y visa,49
where am ont i on gps,101
how muhc money didn't i spent on grocery recently,75
 wno't my discover card ding me with transaction fees if i'm in aruba,86
when will my next paycheck ont be,74
when is the next paydayi  can't look forward to,71
am i not cleared to miss work forv acation,50
does travelling to st petersburg don't requrie a travel visa,70
i haven't misplacedm y phone,95
you were nto so kind to do that,110
what's not the correct fuel tyep for my car,2
i don't think my account is blocked but i do not know th ereason,40
i don't want to hear what you tihnk life's purpose is about,92
 don't look up when myf light is set to start boarding,41
how don't i say i'm sorry in chinese,32
i don't need to delete my dotcor's appointment scheduled for march 15th from my calendar,106
 can't you please proivde me with assistance in moving money from one account to another,8
 doesn't my card cahrge a fee for use in indonesia,47
isn ot the bill due today,82
 don't you think longhorn steakhouse will be busy at5 pm,9
 don't shwo me the transaction on mcdonald,3
 don't list the ingredinets in pizza,10
 can't you tell me m yinsurance benefits,102
what ar enot ai's hobbies,67
 don't tell me ths pressure fo my tires,79
 don't you work for antoher individual,74
my next paycheck is not availalbe when,89
you rhelp is not appreciated,119
my phone is not lost and i need hel pfinding it,3
"go ahead and flip that cion, i don't choose heads",74
 don't you know the nutrition facts forg rapes,58
what is ont 1000 plus 745,31
whatd on't i have to do today,84
i don't wanty ou to quit the action,26
you dont' have yo go to school on calendar,104
i wouldn't like ot get an uber to the movies,69
 do'nt swap my amex pin to 1234,4
ohw many vacation days don't i have saved up,79
what are not my total iblls this month,5
what is no tthe current exchange rate for the dollar and the yen,69
 don't you have cats or dogs or something else as a ept,6
please do'nt show me how to apply for a visa card,70
whne is not my water bill due,79
how often shouldn' ti change the oil,30
what is not the shpiping time for my card,37
 don't add song to my yhpe playlist,6
what si not the name of your boss,19
wehn don't i get my next paycheck,99
what is ont the procedure if i lost my luggage,18
"the card is torn, didn't le t's report it",73
please don't pay elecrtic bill,43
 don't tell me which restaurants are goodf or thai food in las vegas,16
 don't give my location t obill and craig,20
hi! are you not doing koay,93
 can't you ad dlaundry to my to do list,28
i don't need to order new checks because i am all out,82
what time is not it in nwe york,40
what benefits doesn't my helath coverage give me,29
that is ont most definitely false,37
why is not there a hold on my ameircan saving bank account,84
 don't tell me where i should egt the w2,110
march 3rd doesn't nede to be cleared on my calendar,67
whoe lse don't you work for,20
i wouldn't lkie to make a pto request for july 17th and 18th,110
i wouldn'tl ove to know my spending limit,24
 don't pay my cell bil lfrom my deposit account,61
how can't i build up my credi tscore,42
what would not be the best way to deal with lostl uggage,67
 don'ti  have my nephew's birthday marked for november 10th,50
 don't tell me the limi ton my discover card,104
i don't watn to book a hotel room for 10 people from monday to tuesday in manhattan,90
"if i awnt to redeem miles from my delta skymiles card, how don't i do that",106
i don't need to make changes t omy insurance policy,48
" don't checkm y calendar for me, please",84
i wanan not know how much gas i have,53
how long doesn't it take ot prepare pot roast,82
 ca'nt i purchase a vacation using this,67
please don't tell me how to find out when my rent is due,102
 don't give me a 10 minuet timer,115
 dont' you speak english,38
when was not my las toil change,103
i don't want to travel this year but i need some suggestions,88
i don't need to set up ad irect deposit for my paycheck,113
i don't need to nkow how to order checks for my bank of america account,64
 don' thelp me apply for a visa card,21
" don't give me vacatio ndays remaining, please",68
" wouldn't you tell m ethe meaning of life, please",87
 can't i do a lot in nahsville,67
 can't i have a reminder est up,24
is not there a certain ytpe of gas i need to use for this car,34
what decent restuarants around here are not italian,5
 idon't want you reset to factory settings,101
"i don't need you to order some morel ysol for me,please",100
my nisurance benefits are not what,118
jsut don't flip a coin,95
 can't you remind me to ifnish a task,44
 odn't turn up the volume level to 4,89
please don't schedule an event called 'nadine's baby shower' on my calnedar,95
how cold willi t not be tomorrow,84
i wouldn't like to alter my insurancep lan,109
 can't a phone call bem ade to maria,2
i wouldn't like to schedule some pto from 2/2 2to 2/25,45
how long have you not been ailve,58
"nope, that's no tfalse",60
what's not the nutritiona linfo for spaghetti,90
 dno't tell me all about the meaning of life,37
when didn't last go tot he auto repair shop,43
 can't you find me a hotel for 2 people on april 1st to 4th ni rome,35
what is not the weather rpeort for costa mesa,17
are not you able to track ap hone,76
please don't edfine institutional racism,89
 don't cancel my reservationf or 6 pm at sidetracks,47
exactly what time is not my meeting with robin schedlued for on,19
where weer you not created,50
 don't you know my creditc ard's apr,51
the speaker volume doesn't need to be increasde,63
in england how don't tehy say subway,36
my luggage is no tmissing i was on american airlines flight ab123 out of dallas,105
" don't imagine you had to pick a preferred animal between cats or dogs, which will oyu pick",10
are not the donuts at tgi ewll reviewed,29
how don't you say fas tin spanish,24
 won't i be charged if i use my card ind etroit,100
 don't tellm e how to rollover my 401k,42
 acn't i call a restaurant,22
 don't i pay a lot of taxse on my income,48
whati s not the schedule for my next oil change,70
how much havne't i spent on shoes recently,10
hwat's not the status on my application for the hsbc credit card,5
where can't i rent a acr in singapore,54
d on't restore my factory settings immediately please,6
d oesn't today's schedule include any meetings,31
 cant' you find me some good places in kentucky that serve sushi,48
i wouldn't like to do some things in phoenxi,118
whats not going on with my day off requets,114
when should'nt i change the oil in my car,66
ar enot there any furniture outlets near the mall,15
what time is not in overt here in pacific standard time,101
 don' texplain to me how transferring my 401k works,59
 don't give em info on my health plan,108
what's not you rdesign company,79
i would'nt like to request a pto on february 7 and 8,93
"flip the coin, i don't chooseh eads",84
 don't order an amazon gift card from amazon in hte amount of twenty dollars,13
 can't you get me an ubre to the science museum,7
what types o fthings don't you know,94
i wouldn't like to know how to eprform an oil change,8
 can't yo uassist me rolling over a 401k for a new job,31
 don't replacem y language to chinese,93
what is not the minimum payment no my chase mastercard,13
how si not it outside,12
 can't i move soem money around,119
 can't you gte me a table for 5 at johnnys,52
how health yare not apples,4
on what day is not our next rfee day,71
so when was not cra in shop,21
when was not the last time  ihad an oil change,72
 don't do a ocin flip,93
what is not the balance on my bills,81
 don't tell me th eforecast,93
 won't you respondt o adam instead of the current name,73
 don't tell me whe ntwo minutes are up,76
i don't want to know how ol dyou are,10
 don' ttell me your funniest joke,94
ar enot my tires filled properly,72
 dno't you have any funny jokes,90
what are not soem popular tourist activities in mexico city,17
what company didn't write your ocde,34
what is not the squarer oot of 10294,62
 wouldn't you add banana sto my shopping list as i am out,45
my luggage is not missign off of american airlines flight ab123 out of chicago,39
what is not the amoun tof gas i have,58
 can't you tell me what the wait is like right now at cracker barrel,83
what aren ot some good sushi restaurants in reno,109
 don't make a reesrvation for 2 at red lobster at 8pm,58
what doesn't Noen the title of this song,56
what type of gas dosen't this car need,109
what dno't i pay currently in income taxes,57
i don't wanna order some more checks for my hcecking account,55
how's not lfie,36
i don't need to let my bank nkow i am traveling to chicago,75
how long is not it until padyay,60
how many calories are not in  acheeseburger,50
what is not the minimum i can pay on my insurance bill,33
what i snot the meaning of this life,92
how many ml's are ont in a gallon,4
i don't need to know hte date in 256 days,0
how is not hte time,52
how much is not my telephone bil lthis month,79
 can't you confirm my reservationf or dave at outback steakhouse,19
will there not be aw ait time at this restaurant,6
 don't rollvoer my 401k assistance,108
what's not the wait period until the next dya off,90
how busy isn ot jiro at 12 lunch time,28
what is no t78 times 81 minus 5,84
i don't have to cancel my resevration,86
how don't i reqeust a credit limit increase on my visa,111
 couldn't oyu call sal,20
"ym card was stolen, how don't i report this",116
what is not the amount on myw ater bill,36
someone didn't steal my discoevr credit card,3
how much don't i pay the ris,48
 don't make a remnider to give the cat her flea medicine,14
 doesn't moscow require rtavel visas to visit,97
"trivia about somtehing, don't tell me some",43
 don't change hte name that you call me,12
"please order somem ore cat food, i'm not out",81
i don't need to change my insurance to a plan with a lowe rdeductible,54
i didn't spen d34 dollars for 12 gallons of paint what is the average price for each gallon,75
hwat's not the credit limit on my account,91
why is not there a delay on my cehcking account,79
what is no tthe total of my repair bill,96
 odn't tell me the types of subjects are you familiar with,47
 don't tell me smoething amusing,65
 don't share my location withm om,96
what is not my credit cards' annual percentage rate,38
 don't flip taht coin please,117
who doesn't have the tax fomr that shows my wages,15
" don't tell me fi my application has been processed yet, i signed up for a credit card recently",19
 don't tell me if my vacation wasa pproved yet,57
where wouldn't i searchf or my location,23
how much fuel is ont in the tank,114
 can't i make it to tampa without needing to getm ore gas,33
 don't tell base acmp my gps coordinates,49
 don't i haveo ptions on how to improve my credit score,77
i don't need to hear how many poitns i've obtained on my capital one visa,97
what odn't i need to make macaroni,43
d on't i have reservations at o'neal's at 3 pm,20
 don't cancel that alst thing,29
d on't help me find my package,17
what is nott he insurance plan that i'm signed up for,55
 don't help me find my cellhpone,119
a rentla car doesn't need to be booked in nashville,107
please didn't let my bank know that i will be visiting spain from june 12th to th e24th,62
i don't need to knwo all about the nutrition of the beef taco,44
 don't share the nutrition info fro cake with me,108
my ame xrewards; how don't i get them,78
what is not the exchange rate between usd and briitsh pounds,70
i don't need to know what the minimum payment is on my electirc bill,45
how don' ti fix a dead car battery,37
denver's timezoen is not what,103
oyu were not made where,118
"cancel my lastr equest, i don't know the answer",99
i don't want to ptu in a request for pto from may 5 to may 12,117
what amoun tam i not taxed on my income,53
 don't need help with frozen banka ccount,107
what's not the nmae of the song you're playing,111
i don't want everything on ym shopping list to be ordered,32
will this recipe still not be good if i use mikl instead of eggs,101
when didn'ti  get my last oil change,83
 don't add bread to my list of things to byu,62
what ytpes of subjects don't you know,110
what's not the minimum i owe on the acr payment,56
 don't tell me taht status of flight dl123,40
 don't add flour ot my shopping list if it's not already on it,66
please don't tell my what insurance plan i registere dfor,108
for italy whatt imezone is not it in,11
book me a car rental between january 1st to january 3rd in denver coloradoa nd id don't prefer a ford,86
 odn't stop and go back,97
what's not you rcountry of origin,105
 don't find me an uber to the liberty bell,61
 iddn't read back to me my to do list,20
how shal li not find my current location,58
whats' not the date 32 days from now,16
i don't need to freeze my bank account,111
whta is not the age of the ai,2
what is the credit card don't apr if you could tell em,47
 cna't you start talking to me in spanish from here on out,60
what is not thew ait time for torris,103
is not there a du edate on the bill,39
 can't you tell me the number of pto days i havel eft,72
 can't you fake roll  adie for me,71
howd on't i keep good credit,44
 didn'ti  remember to add buy flowers to my chore list today,86
i do'nt need to be reminded,61
i don't need to figure out what to do about lost lugggae,52
"i am now out of checks, how don't i order newo nes",94
what is not the curren tweather like,34
 don't look up traevl alerts for canada,88
how should'nt i rollover my 401k,34
how late is not it now ni ourense,95
how much am i not paid a yaer,92
 didn't set  areminder to remind me to check when my car payment is,55
please didn't se tthe temperature to 70 f,89
 don't tel lme a joke,112
 iwon't call you zander,70
 won' tyou please go back over everything on my to do list,5
 don't ih ave anything on my calendar for march 2nd,119
 don't tellm e where you're from,88
 can't you tell mew hat to do as i am in the airport and have been for some time and there is still no sign of my suitcase,1
please dind't put babysitting on my to do list,56
how to not tell the company htat my credit card melted,114
 don't tell me how to get my paycheck on direct deopsit,64
when won't myv acation time be confirmed,48
 dont' call my bank customer service number,62
i don' twant to hear about your pets,26
how don't i find when myc able bill is due,4
when doesn't this place let us have a ohliday next,100
would it not be ok if i have peppre and not salt,33
how many point shaven't been earned on my amex,12
 can't i pay a ibll,94
i don't need to cal lmy dad,33
please don't provide an option fro dinner,75
 don't tell me what cas is nedeed for this car,53
"wh ois not your superior, please",49
i don't want to set your name to gfafigan,28
what thing scan't you do,50
whom don'ty ou work for,33
 don'tt ell me my salary,74
 haven't i been spending a ton of money on movie slately,91
 don' tchange back to factory settings,20
what is not the exchange to yen if i have 100 su dollars,104
i don't want to tlak to sarah,54
d on't adjust your language setting to english,101
 don't i hvae peanuts on my shopping list if not please add it,83
 don't walk me through the process fo cashing in on credit card points,83
 doesn't south korea requier an international visa,33
are not you able to swtich butter and oil,9
whta are not my benefits with this insurance,81
what healthcare plan don't you have m eon,50
what didn't happen tom y cellphone,88
i don't think myv isa card was stolen,91
 can't yo uhelp me set up direct deposit,43
 doesn't chili's have good rveiews,22
 don't you know why the bank put a hold on my joitn checking account,73
what don't you enjoy doign while not working,29
"the song tha'ts on, don't add it to my favorite playlist",26
i don't need to know if the application been processde,33
exactly what doens't altruism mean,93
 don't remove mikl and add eggs to my shopping list,1
 don't calculate thel imit i have available for spending on my natwest card,58
what are not some touristy things to od in boston,45
 don'ty ou know the name of your boss,15
 don't cnofirm the doors are locked,51
are not there trvael notifications for columbia,88
 don't tell me my vias's credit limit,30
i don' twant to talk english,57
" odn't give me the routing number of my checking account at my main bank, first commerce",107
" don't restore your orignial settings, please",3
what is not the ewather doing now,83
 didn't set the temperature ot 78,12
 can't my credit limit on my discovery cadr go up,39
i ddin't get to change my pin number for my account,49
what is not the minimum i can pay on my gas blil,27
when didn't i last bring my car in to hvae it looked at,44
please don't list my meetings fort oday,101
 don't help me t oroll over my 401k,96
 don't tell me about my insurance beenfits,16
is not there a travel alert fors cotland,69
 wouldn't i need a visa if i want to travelt o mexico,41
i don'tw ant to call you maggie,33
when was not my last visit to the car hsop,32
 don't transfer 200 dollras from paypal to savings,79
taht's not a negatory,67
i'm not sayin ggoodbye now,37
"on tuesday i won't be leaving for tennessee and will not b ereturning until the twenty ninth, alert my bank of this",68
what is not1 5 ounces in grams,62
i do'nt need an uber to get to dulles airport,119
what is not the status of m yvacation request,97
 don't pull up my calendar and tell me what ih ave scheduled for march 30,105
what's nott he routing number for my navy federal account,27
a new cards doesn't take how long to mail to em,87
how to not keep my credit form dropping,110
i don' tneed the data and price from my state taxes,74
 don't psas me my gps coordinates,75
 didn't set up a new reminder to alert em when it's time to put the trash out,118
pleaes don't roll the dice,57
i odn't need to know if i need a visa to travel to el salvador,58
i don't need to know if cleaning out the frideg is on my to do list,1
what'sn ot the pin number for my checking account,88
i am not interested ni acquiring new insurance,101
rent a car for 3/1 through 3/3 in boston; i wouldn't preefr an suv,15
 do'nt tell me the subjects you're aware of,66
what don't i need to get to make lasange,91
 didn't let em know every meeting i have scheduled today,43
how is life not terating you,1
i don't need to kno wmy income,35
i don't need a htoel with good reviews in baltimore,65
what is ont the ac temperature,83
how many vacation days aer not remaining on my time,48
what's not you rcity of origin,82
what date is not the enxt payday,20
how much monye don't i bring in,113
how is no ta direct deposit set up,13
wha tdon't i need to make spaghetti,55
i don't want to changey our name to another name,48
 don't you think you aer a bot,15
how many saved days of vacation tmie don't i have,30
i don't need you to call thep hone company for me,44
please don't help em pay my cable bill,44
what is not the minimum  ican pay on my electric bill,40
whoc an't i call about my luggage,47
please not be quite now,110
 can't you find me a hote lin columbus with good reviews,10
i odn't want to send a text message to,78
when don't i egt a day off,101
"my card split in half, howd on't i report it",64
 don't tell me wehn my car last had its oil changed,12
how can't i convert cenitmeters to inches,76
 don' tlook up whether my 401k may be rolled over,38
i don't want to schedule a tire check up somehwere,52
what are not my bills htis month,49
 don't pay mye lectric bill for me,60
what is today's high temeprature not predicted to be,33
how many rewards points don'ti  have on my rewards points i have on my mastercard,53
 cuoldn't you help me locate my phone,106
i'm not travelling to boston on march 2 until macrh 4 please make a hotel reservation for me,53
woh didn't engineer you,47
am not i your supervisro,43
 don't add one by metallcia to my playlist,12
i wouldn't like to know my electric bills date it needs to be pyaed,7
 don't make a pto request for adtes november 11 to black friday,115
i don't haev to transfer my 401k but i don't know how to do it,51
what is not the number of remaining rewards points on m ychase card,111
 don'tg ive me the routing number for my paragon account,49
" don't i have a reservation for may 1st, 2019 at 4 mp",90
please don't roll diec,67
my car doesn't need an appointment for an oilc hange,4
 don't tell me how umch my cable bill is,42
i am not going to need help apying my rent bill,58
 don't etll me what's on the calendar for saturday,68
i wouldn't like you put in a pto request for the date sjuly 4th to the 8th,32
i am not needing the next snog to be played,68
where can't if ind my recent transaction history,49
where was not the last place i had m yphone,108
 haven't i been spending a lot on food laetly,21
what is not the calorie ocntent in potatoes,22
my tires don't need how much omre air in them,2
whta day is not the z bill due,18
what step shouldn't i take next if i olst my luggage,2
which hospita lis not nearest to me,53
 can't you help me with my 401k rollover since i got a new job,119
how don't i handle the situation if i lost my lgugage,4
what don't i nee dto do to change my abc bank account pin number,85
 didn't let 's speak ni mandarin instead of english,7
 hasn't my purchasea rrived yet,10
 don't tell m emr joes pizza average wait time,67
when is nto my cell phone bill due,39
i won't now call you adam instaed of your old name,107
what's not hte day of the week,24
 didn't set up an ew text message,73
 could'nt you check my account and let me know how much i spent on food in january,2
i didn't get t aswitch to a new insurance plan,52
what kind off uel don't i need to put in my car,83
i wouldn't like to know wha tthe date is,61
 do'nt give me the details on my income,94
who doens't play this song,10
 can't i susbtitute skim milk for whole milk,58
please don't schedule car maintenance form e,36
hwat might i not need to do to direct deposit my paycheck,83
how don't i get to the beach byb us,90
how much gas odn't i have in the tank,23
will car rentals not be available in boston from macrh 2 to march 4,71
d on't roll a 10 sided dice,97
i don' tfeel i would like to get some more checkbooks mailed to me,25
i don't need to find somewheer to check my tires out,42
how many mexican pesos can't i get for one usd ollar,98
how many different pets dont' you have,103
 can't you find me a place to stayi n sacramento near the capitol on july 3-5,19
i odn't need instructions on how to jump start my car,41
 can't you show me how to set up direct deposit for ym paycheck to my first hawaiian bank account,117
 don't transfer 100 dollars checking t osavings,43
 can't you let me know how many pto days d oi have left,15
i woudln't like to switch back to my factory settings,88
how are not things fro you,83
what doesn't None the number of pto days i have to my avialability,14
please odn't pause my banking actions,62
what's not the calorie conten tof french fries,87
how can't i get your atetntion,114
 don't share m ygps location with steve,48
how don't i change my oil and choose the rgiht oil,15
 can't you tell m ehow to change my car's oil,91
how much gas isn ot in my car,32
 shouldn' ti take my car to a maintenance,70
i don't need to report a new card lpease the atm hurt mine,39
i don't want you to cancel the event called 'bachelorette party' no april 15,35
when didn't i lsat collect my salary,79
i don't need to know the name o fmy current location for the tow truck,59
 don't show me where i am on a mpa,6
 can't yuo get me more checkbooks for my southern account,54
when won't i b epaid again,109
my account doesn't appear to be blocked but i have n oidea why that could be,97
how muc hhaven't i spent on video games recently,13
what dont' i need to do to get new insurance,100
i don't need to buy everything on the shoppin glist,39
 won't i make ito n the gas i have to orlando,35
how many peso scan't i get for one dollar,109
what was not the total i spent at homed epot last month,35
wh oare you not working for,57
how acn't you assist me,92
when will i nto be off again,73
what don't i do to jump strat my battery,89
 won't it cost me anything to use myc ard in turin,78
please don't force my account to freeez,31
 wouldn't yuo let me know today's date,13
 don't find the date of the last oil swap form y car,22
i've not lost my lgugage what should i do now,61
is ont there a location i can schedule to check out my tires,69
 shouldn't i increase my credit liimtfor cardx,57
how many miles can't i drive before needing the next oil change,53
you can't dusting off my tod olist,103
which kinds of pets don't you ahve,97
what kidn of international transaction fees are not related to my amex,94
 don't tell me what si on the list of things to do,70
 can't youf ind me an uber and have it here at 7pm,77
ho wdon't i find my credit score,76
 cant' i know what type of things you can help me with,3
hwat doesn't adulation mean,92
i don't need a 401k rolled over to my brand enw job,12
what si not your name,26
i don't want to pay my houseb ill,108
 can't i hear the song after htis one,7
 don't connect me with some newi nsurance,115
what year were you notb orn in,14
 don'tc hange response language from mandarin to english,114
i don't need to roll a 1 0sided die,58
"how odn't i update my pin number for my account, please",75
wher edon't i have to be on 12/03/2019,75
 didn't let randy and travis knwo where i'm at,3
 can't you tell me if there's a lot of wai ttime at wendy's around 8am,73
what doesn't discretioanry mean,4
 doesn't spain epxect any travel alerts,78
 didn't set 60 imnutes for oven please,38
when is not obarding scheduled for my flight,27
how much don't you charge if i use my crad in japan,25
" don't find me a car rental for the weeeknd in asheville, nc via priceline",80
i wouldn't liek to change the name on my first bankcard account,112
 didn't set a timer for3 5 minutes,41
 can't you find a goo dsteakhouse for tonight,57
i'm not traveling tony soon an dwant to inform my bank,104
"what day is not our next free da yon the calendar, please",59
 wouldn't you tellm e a joke,9
how much money did'nt i make,58
how many vacation days havent' i saved up,65
 don't show me my reecnt transactoin,77
what dont' i get taxed at my income level,100
 don't you have any suggested roamn recipes,76
hey just don't take off everythin gfrom my todo list,48
 doesn'th ave my credit card application been processed,74
when didn't i have m ycar looked at,79
